Course name,Course link,Cover image,Institution,Verified,Start date,Self Paced,Video link,Short description,Course provider image(LOGO),Enroll now link,About course,Overall rating,All reviews,Instructor name,instructor details,Instructor photo,Course price,length,Effort,Subject,Level,Video transcript,Languages
Algorithms and Data Structures in C#,https://www.edx.org/course/algorithms-data-structures-c-microsoft-dev204-3x,Images/https://www.edx.org/sites/default/files/course/image/promoted/course_378_0.jpg,Microsoft,Yes,,Yes,https://webview.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/course_318.png?itok=JIMKbFv1,,https://webview.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BDEV204.3x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"When you create real-world applications, the ability to store information in your program code is critically important. In this course, you will learn how programming languages make use of various data structures to hold this information.  For example, storing a list of values for countries.  You ill learn how C# provides a plethora of data structures from simple arrays to more complex structures that permit the use of “typing”. Generics is a concept that C# uses to allow the representation of objects in your data structures to apply “typing”, making it easier to work with specific data types.

Even though most programming languages today implement their own versions of sorting and searching algorithms, these examples still provide you with a solid foundation for understanding the logic behind these algorithms and can shed light on how to implement your own algorithms in later programs. Not to mention the fact that they are also some of the most common algorithms used in interviews for programming jobs.

This course will provide you with a solid foundation in the use of data structures and algorithms using the C# language.",Missing,Missing,Gerry O'Brien,"Senior Content Development Manager
Microsoft",None,FREE,3 weeks,3-5 hours per week,Computer Science,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Managing Identity,https://www.edx.org/course/managing-identity-microsoft-inf253x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/inf253x-378-225.jpg,Microsoft,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/inf253x-318-210.jpg?itok=4NuCvBno,"As you build a cybersecurity defense plan, learn best practices around Active Directory, Azure Active Directory, and identity management.",https://www.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BINF253x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"With identity as the new perimeter in today’s security landscape, it’s important to keep up on the latest ways to manage it. Identity—which defines what protocols you’re allowed to use, who you’re allowed to interact with, and what you’re allowed to do—has evolved significantly in the last few years.
In this security course, go beyond the firewall and ports, and learn practical steps and prescriptive guidance on identity management, based on proven, real-world experience from Microsoft Incident Response teams.",Missing,Missing,Philip E. Helsel,"Senior Content Developer, Learning eXperiences Team
Microsoft",None,FREE,4 weeks,2-3 hours per week,Computer Science,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Windows 10 Features for a Mobile Workforce: Configuring Additional Resources,https://www.edx.org/course/windows-10-features-mobile-workforce-microsoft-inf206x-2,Images/https://www.edx.org/sites/default/files/course/image/promoted/inf206x_banner_378x225.jpg,Microsoft,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/inf206x_banner_318x210.jpg?itok=zdggjpCM,"Learn about new features in the Windows 10 anniversary update and how to configure OneDrive, WiFi direct and use the Windows encrypting file system (EFS).   ",https://www.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BINF206x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"This computer science course is designed to help IT professionals understand why and when to perform Windows 10 deployment tasks. You will learn about new features and security measures that were implemented in the Windows 10 Anniversary Update, the second major update to Windows 10. You will also learn how to configure shared resources and secure corporate data through encryption. This course will also focus on BitLocker and how it helps protect computers that are lost or stolen from data theft or exposure.",0/5,0 Reviews,Philip E. Helsel,"Senior Content Developer, Learning eXperiences Team
Microsoft",None,FREE,3 weeks,3-4 hours per week,Computer Science,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
HTML5 Apps and Games,https://www.edx.org/course/html5-apps-games-w3cx-html5-2x,Images/https://www.edx.org/sites/default/files/course/image/promoted/html5-advanced-techniques_378x225.jpg,W3Cx,Yes,,Yes,Missing,"Today, developers are increasingly moving from native to HTML5-based apps. Increase your ability to design and deliver innovative services on the Web!",https://www.edx.org/sites/default/files/school/image/w3c-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AW3Cx%2BHTML5.2x%2B3T2017&enrollment_action=enroll&email_opt_in=true,"Want to learn advanced HTML5 tips and techniques? This is the course for you! Find out more about the powerful Web features that will help you create great content and apps.
This course is a natural follow up of HTML5 Coding Essentials and Good Practices. In this course, we continue the exploration of HTML5-based APIs, but also introduce some advanced features related to HTML5, such as Web components, advanced multimedia, audio for music and games, etc.",05-May,27 Reviews,Michel Buffa,"Professor
University Côte d’Azur",None,FREE,4 weeks,6-8 hours per week,Computer Science,Advanced,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Processing Big Data with Hadoop in Azure HDInsight,https://www.edx.org/course/processing-big-data-hadoop-azure-microsoft-dat202-1x-3,Images/https://www.edx.org/sites/default/files/course/image/promoted/dat202.1x-course_image-378x225.jpg,Microsoft,Yes,,Yes,Missing,"Learn how to use Hadoop technologies in Microsoft Azure HDInsight to process big data in this five week, hands-on course.",https://www.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BDAT202.1x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"This course is part of the Microsoft Professional Program Certificate in Big Data.
More and more organizations are taking on the challenge of analyzing big data. This course teaches you how to use the Hadoop technologies in Microsoft Azure HDInsight to build batch processing solutions that cleanse and reshape data for analysis. In this five-week course, you’ll learn how to use technologies like Hive, Pig, Oozie, and Sqoop with Hadoop in HDInsight; and how to work with HDInsight clusters from Windows, Linux, and Mac OSX client computers.",4.5/5,2 Reviews,Graeme Malcolm,"Senior Content Developer
Microsoft Learning Experiences",None,FREE,5 weeks,3-4 hours per week,Computer Science,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Skype for Business: Voice Concepts and Planning,https://www.edx.org/course/skype-business-voice-concepts-planning-microsoft-cld233x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/cld233_skype_for_business_voice_concepts_and_planning_378x225.jpg,Microsoft,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/cld233_skype_for_business_voice_concepts_and_planning_318x210.jpg?itok=x3K5-_lH,Learn to plan and deploy voice capabilities with Cloud PBX in the first of a series of Skype for Business Voice courses.,https://www.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BCLD233x%2B4T2017&enrollment_action=enroll&email_opt_in=true,In Skype for Business: Voice Concepts and Planning you will learn about Skype for Business Online and how it can provide meeting and voice functionality. This course is the first in a series of three online courses designed to help you prepare for taking the 70-333 “Deploying Enterprise Voice with Skype for Business 2015” exam.,0/5,0 Reviews,Richard Luckett,"Consultant
Learn IT Solution Group",None,FREE,4 weeks,3-5 hours per week,Computer Science,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Skype for Business: Infrastructure Planning and Design,https://www.edx.org/course/skype-business-infrastructure-planning-microsoft-cld230x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/cld230_378x225.jpg,Microsoft,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/cld230_318x210.jpg?itok=yOifQf4Z,"Learn how to plan, design and install Skype for Business server components.",https://www.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BCLD230x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"In this course, you will learn the basics about Skype for Business server infrastructure.
You will learn how to plan a Skype for Business Server deployment, including planning for network readiness and namespaces. You will also learn how to install Skype for Business Server 2015, and how to upgrade from Lync Server to Skype for Business Server. You will also learn how to manage Skype for Business users and deploy and manage Skype for Business clients
Core Solutions of Microsoft Skype for Business 2015”",0/5,0 Reviews,Stanley Reimer,"President
S. R. Technical Services Inc.",None,FREE,4 weeks,3-5 hours per week,Computer Science,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Skype for Business: Voice Hybrid and Routing,https://www.edx.org/course/skype-business-voice-hybrid-routing-microsoft-cld234x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/cld234_skype-for-business_378x225_0.jpg,Microsoft,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/cld234_skype-for-business318x210_0.jpg?itok=RxS7c7eM,Learn how to plan and deploy voice technologies with Skype for Business Online and Cloud PBX.,https://www.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BCLD234x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"In Skype for Business: Cloud Voice Concepts and Planning you will learn about Skype for Business Online and how it can provide meeting and voice functionality.
You will learn how to plan a Cloud PBX deployment, including the integration with on-premises PSTN connections. You will also learn how to deploy PSTN conferencing, and integrate cloud identity and security with on-premises Active Directory. Finally, you will learn how to successfully plan a voice deployment.
Deploying Enterprise Voice with Skype for Business 2015”",0/5,0 Reviews,Richard Luckett,"Consultant
Learn IT Solution Group",None,FREE,4 weeks,Missing,Computer Science,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Skype for Business: Infrastructure Implementation and Conferencing,https://www.edx.org/course/skype-business-infrastructure-microsoft-cld231x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/cld231_skype_for_business_infrastructure_implementation_and_conferencing_378x225_copy.jpg,Microsoft,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/cld231_skype_for_business_infrastructure_implementation_and_conferencing_318x210.jpg?itok=jDHp_0QR,This course focuses on how to plan and deploy conferencing in Skype for Business 2015 Server,https://www.edx.org/sites/default/files/school/image/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BCLD231x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"In this course, you will learn about how to manage and troubleshoot a Skype for Business Server deployment.
You will learn how to plan and deploy conferencing in Skype for Business 2015 Server. Conferencing is one of the key reasons why many organizations deploy Skype for Business. Conferencing includes Web conferencing, dial-in conferencing and planning for large conferences. Finally, you will also learn how to provide external access to your Skype for Business Server deployment for employees and users from other organizations.",0/5,0 Reviews,Clifton Leonard,"Content Developer and Subject Matter Expert
Microsoft",None,FREE,4 weeks,3-5 hours per module,Computer Science,Intermediate,English,English
